# vortex_number, sol, t0, t0_unc, DeltaP, DeltaP_unc, Gamma, Gamma_unc, slope, slope_unc, intercept, intercept_unc, U, U_unc, Diameter, Diameter_unc
1, 211, 14.82, 9.61319e-05, 0.423541, 0.0284361, 10.3075, 1.02485, -3.22873, 0.104471, 743.257, 0.00331885, 7.8865, 1.4952, 81.2901, 17.4026
2, 211, 11.9485, 0.000146353, 0.841081, 0.0232299, 38.0971, 1.65272, -1.03245, 0.0763872, 756.386, 0.00451595, 8.514, 1.53894, 324.359, 60.2941
3, 211, 14.215, 7.81844e-06, 3.89732, 0.0776405, 1.33484, 0.0428617, -5.79576, 1.83929, 746.26, 0.00952098, 8.638, 0.299, 11.5303, 0
0, 212, 10.9219, 8.71633e-05, 1.03464, 0.0522874, 0.502185, 0.158902, 1.91317, 1.38915, 757.359, 0.00705647, 11.929, 0.282, 5.99056, 0
1, 212, 11.8825, 2.7359e-05, 0.679138, 0.0562952, 1.85949, 0.223908, -4.90861, 0.487236, 754.811, 0.00492831, 7.5725, 1.39884, 14.081, 3.10495
2, 212, 13.228, 0.000183204, 0.747883, 0.0333199, 29.5602, 2.0764, -4.09803, 0.14861, 750.387, 0.00667664, 9.569, 1.94666, 282.862, 60.8773
3, 212, 10.4625, 6.86552e-05, 0.922026, 0.138666, 1.13132, 0.300911, -12.6002, 1.77064, 760.053, 0.0133618, 5.823, 0.282, 6.58768, 0
0, 213, 11.9402, 5.327e-05, 0.791969, 0.0361914, 8.39064, 0.573804, -3.18752, 0.220415, 755.433, 0.00474616, 9.2835, 1.53746, 77.8945, 13.9568
1, 213, 11.8294, 2.84138e-05, 0.826103, 0.0631521, 1.96696, 0.21637, 1.42871, 0.601156, 755.5, 0.00607765, 6.186, 0.283, 12.1676, 0
2, 213, 14.1168, 3.68415e-05, 1.1593, 0.0427021, 7.20006, 0.39364, -4.00201, 0.24089, 746.267, 0.00510381, 6.306, 0.0177912, 45.4036, 2.4856
0, 214, 9.74714, 1.9066e-05, 0.888472, 0.0579257, 2.21931, 0.214951, -10.3304, 0.747553, 766.788, 0.00584551, 8.9305, 0.650121, 19.8195, 2.40139
1, 214, 13.3937, 3.55287e-05, 1.23695, 0.038141, 8.2953, 0.37534, -3.74633, 0.125697, 751.071, 0.00390702, 8.4775, 1.11492, 70.3234, 9.78063
2, 214, 11.475, 4.46693e-05, 0.897733, 0.032306, 8.93635, 0.47327, -4.20691, 0.110506, 757.531, 0.00345759, 9.3495, 0.730182, 83.5504, 7.88396
3, 214, 9.51542, 3.76794e-05, 0.95043, 0.0503227, 5.12516, 0.391903, -9.15941, 0.115582, 768.873, 0.00378388, 9.285, 0.798381, 47.5871, 5.47577
0, 215, 11.2398, 8.9655e-05, 0.881721, 0.0354878, 16.0343, 0.963268, -3.21, 0.105627, 757.931, 0.00453214, 9.642, 1.68424, 154.603, 28.5581
1, 215, 11.4474, 0.000120513, 1.05111, 0.0293799, 31.0169, 1.33434, -0.358118, 0.0870786, 757.506, 0.0049458, 10.0575, 2.46557, 311.952, 77.6429
2, 215, 11.4088, 2.67616e-05, 1.44067, 0.367363, 1.1639, 0.342537, 1.18647, 0.947366, 757.513, 0.00950618, 8.697, 0.278, 10.1224, 0
0, 216, 14.6816, 0.00010924, 1.22622, 0.0341892, 28.1911, 1.20026, -3.24995, 0.0966048, 745.586, 0.00541854, 4.05, 1.12678, 114.174, 32.1349
1, 216, 12.7459, 4.12007e-06, 3.6339, 0.041383, 1.80204, 0.0305437, 1.55095, 1.07201, 753.532, 0.00565632, 4.829, 0.383, 8.70205, 0
0, 217, 15.862, 6.07721e-05, 0.761745, 0.0153803, 21.6644, 0.655851, -3.75799, 0.0380788, 742.386, 0.00206884, 5.585, 0.677549, 120.996, 15.1288
1, 218, 12.1211, 2.43437e-05, 0.934715, 0.0601662, 2.23975, 0.208107, 7.14611, 0.902174, 757.866, 0.0070233, 10.743, 1.43812, 24.0616, 3.92089
2, 218, 16.0249, 2.79587e-05, 0.599706, 0.0310323, 3.89382, 0.291645, -1.54721, 0.107813, 742.125, 0.00244367, 8.015, 0.727958, 31.209, 3.67405
0, 219, 14.0235, 2.99047e-05, 1.09416, 0.0361703, 6.51123, 0.322765, -0.368272, 0.298782, 750.008, 0.00484129, 6.45, 0.852496, 41.9974, 5.92836
1, 219, 13.9466, 5.41296e-05, 1.68956, 0.144943, 4.54507, 0.57095, -5.24944, 0.793381, 750.334, 0.0143139, 5.557, 1.12381, 25.257, 6.013
0, 220, 10.9066, 2.3329e-05, 1.00536, 0.196432, 1.13924, 0.26175, -11.6252, 1.48039, 757.888, 0.00767471, 9.777, 0.281, 11.1383, 0
1, 220, 9.95356, 2.03814e-05, 1.66132, 0.125959, 1.61164, 0.180453, -19.5994, 2.49695, 765.162, 0.0131057, 5.735, 0.281, 9.24276, 0
2, 220, 14.1175, 1.65281e-05, 1.50397, 0.0764816, 1.71067, 0.130043, -5.00378, 1.79617, 747.992, 0.00946856, 6.758, 1.08082, 11.5607, 2.04716
0, 221, 12.8854, 4.21386e-06, 1.7208, 0.206836, 1.11862, 0.143046, -12.7156, 0.936659, 752.453, 0.00495727, 6.606, 0.278, 7.3896, 0
1, 221, 14.0416, 4.65334e-05, 1.47057, 0.033084, 14.8908, 0.493012, -4.61499, 0.0678922, 747.725, 0.0035413, 6.499, 0.281694, 96.7753, 5.27838
0, 223, 10.9434, 2.68417e-05, 1.02587, 0.0472942, 4.1889, 0.280755, -4.71583, 0.203536, 758.364, 0.00414187, 10.7115, 1.20017, 44.8694, 5.85819
1, 223, 14.4827, 1.2745e-05, 2.06636, 0.0839033, 2.18727, 0.133676, -17.1529, 2.06122, 745.877, 0.011143, 8.287, 1.82064, 18.1259, 4.13343
0, 224, 10.9239, 0.000106114, 0.723046, 0.0226666, 24.361, 1.15364, -5.82124, 0.0595144, 758.216, 0.00331849, 10.608, 2.08009, 258.421, 52.1299
1, 224, 10.2267, 0.000139769, 0.972481, 0.0880535, 11.1172, 1.63786, -7.8845, 0.843891, 762.698, 0.0212883, 8.131, 1.023, 90.394, 17.5127
2, 224, 12.3636, 0.000112585, 1.20015, 0.0664727, 14.634, 1.19199, -2.95409, 0.135228, 755.422, 0.0070388, 7.074, 0.687927, 103.521, 13.1319
3, 224, 10.2267, 0.000118422, 0.972681, 0.047764, 17.3605, 1.2631, -8.33069, 0.105841, 762.815, 0.00567092, 6.1195, 1.02967, 106.238, 19.4751
4, 224, 14.7122, 0.000112275, 0.752937, 0.0200775, 30.2916, 1.24072, -2.20131, 0.0588114, 745.543, 0.00333779, 5.515, 1.10899, 167.058, 34.2828
0, 225, 10.4461, 5.52486e-05, 0.799377, 0.0509755, 6.23746, 0.58153, -5.64316, 0.191488, 760.951, 0.00493082, 7.709, 1.24094, 48.0846, 8.94481
2, 225, 12.6313, 2.57142e-05, 1.08591, 0.0979395, 2.19833, 0.291583, 10.5394, 0.808718, 753.768, 0.00828474, 8.736, 0.720545, 19.2046, 2.9996
0, 226, 9.50678, 9.13046e-05, 0.825068, 0.0197629, 27.4286, 1.00102, -10.7943, 0.0550695, 769.415, 0.00322175, 6.244, 1.1164, 171.264, 31.2527
1, 226, 11.6911, 0.000107597, 0.828354, 0.0378765, 16.9396, 1.14911, -2.61341, 0.0895404, 755.353, 0.00450855, 7.833, 1.42478, 132.688, 25.759
2, 226, 13.5649, 5.22225e-05, 0.907273, 0.0314053, 10.8608, 0.556021, -0.929738, 0.105033, 750.122, 0.00358967, 7.249, 0.779849, 78.7299, 9.37992
0, 227, 11.4605, 0.000133448, 0.564644, 0.0401188, 13.5219, 1.40864, -1.96176, 0.078451, 755.169, 0.00406316, 9.421, 1.64865, 127.39, 25.944
1, 227, 14.7618, 3.22152e-05, 0.751694, 0.0193131, 9.02613, 0.344255, -1.76772, 0.0872826, 745.973, 0.00231173, 6.014, 1.12826, 54.2831, 10.3921
0, 228, 11.5245, 2.69604e-05, 0.764077, 0.0468605, 3.07441, 0.273817, 3.08414, 0.354592, 755.008, 0.00454856, 7.869, 0, 24.1925, 2.15467
2, 228, 14.2529, 1.97758e-05, 2.55781, 0.0563591, 6.46084, 0.211566, -1.54171, 0.367962, 747.437, 0.00683582, 6.492, 0.687186, 41.9438, 4.6474
0, 229, 9.81667, 2.66655e-05, 0.880183, 0.056273, 2.81112, 0.25745, -7.00243, 0.315512, 764.727, 0.00478234, 6.505, 0.315794, 18.2863, 1.89545
1, 229, 12.6391, 5.81301e-05, 0.867373, 0.0373711, 9.71243, 0.620522, -4.67826, 0.151856, 753.646, 0.00442203, 6.2685, 0.214236, 60.8824, 4.41131
2, 229, 13.3213, 2.45827e-05, 1.03732, 0.0926454, 2.32522, 0.306229, -1.37838, 0.544745, 751.182, 0.00690552, 8.987, 0.9459, 20.8968, 3.52298
3, 229, 11.7508, 3.60743e-05, 0.924053, 0.0433756, 5.53255, 0.381084, 1.33094, 0.21447, 754.541, 0.00444153, 4.6125, 0.172723, 25.5189, 2.00071
0, 230, 10.0822, 5.93458e-05, 0.642919, 0.0773876, 3.53366, 0.615108, -9.84211, 0.306453, 761.407, 0.00620437, 7.413, 0.885114, 26.195, 5.52939
1, 230, 12.5291, 2.90007e-05, 1.36119, 0.108611, 2.19446, 0.251749, 5.44805, 1.03044, 753.309, 0.0104886, 9.521, 1.47222, 20.8935, 4.02279
2, 230, 16.3871, 4.58831e-05, 0.583459, 0.0512072, 3.78589, 0.490182, -1.38159, 0.422614, 745.604, 0.00550998, 5.9035, 0.00593041, 22.35, 2.89388
3, 230, 13.3387, 2.19595e-05, 1.44635, 0.0603521, 3.81548, 0.2334, -4.76952, 0.380159, 750.888, 0.00587276, 8.9295, 0.538926, 34.0703, 2.92778
4, 230, 12.61, 4.07244e-05, 2.26759, 0.0795314, 8.35778, 0.438568, -0.998908, 0.483412, 753.426, 0.0103976, 9.631, 0.721286, 80.4938, 7.36084
0, 231, 9.87239, 0.000111445, 0.710898, 0.039454, 14.4566, 1.17935, -8.5683, 0.0797743, 764.562, 0.00425237, 9.997, 2.03561, 144.523, 31.7019
1, 231, 13.5216, 9.16364e-06, 1.19444, 0.0330637, 2.49962, 0.105882, 0.52008, 0.849542, 750.844, 0.00468765, 5.317, 0.696823, 13.2905, 1.83051
2, 231, 13.5098, 7.16326e-05, 1.06966, 0.0654424, 8.42953, 0.753119, -1.67332, 0.17252, 750.782, 0.00619362, 7.0355, 1.24094, 59.306, 11.7259
3, 231, 12.0682, 3.37321e-05, 1.71736, 0.0378531, 11.0177, 0.357191, -0.674033, 0.102872, 754.539, 0.00401286, 7.2265, 0.553752, 79.6194, 6.62464
4, 231, 12.5973, 7.54165e-06, 6.97169, 0.21625, 2.14371, 0.101595, 6.28368, 4.64213, 753.963, 0.0253311, 6.294, 0.17643, 13.4925, 0.742919
0, 233, 15.4491, 5.97568e-05, 0.748631, 0.0160103, 20.1131, 0.642169, -0.16529, 0.0381906, 746.621, 0.00204522, 5.8305, 0.907353, 117.269, 18.6298
1, 233, 10.8412, 0.000432286, 0.873608, 0.200748, 6.05642, 3.51273, 7.34846, 3.10817, 756.882, 0.0642675, 10.6425, 1.46407, 64.4554, 38.4214
2, 233, 13.5028, 3.64402e-05, 1.16065, 0.0992917, 2.92253, 0.368666, 8.78015, 1.59141, 750.69, 0.012718, 6.834, 0.531513, 19.9726, 2.95984
3, 233, 10.7022, 2.78427e-05, 1.20148, 0.146775, 1.28689, 0.218307, 0.759323, 2.10442, 757.983, 0.0109419, 8.673, 0.335068, 11.1612, 1.94186
4, 233, 9.88227, 2.31853e-05, 0.954827, 0.0667145, 2.04451, 0.208771, -4.54614, 0.911923, 763.621, 0.00707224, 7.938, 1.29579, 16.2293, 3.1249
5, 233, 15.1901, 5.9233e-05, 1.34882, 0.0168288, 34.1449, 0.661531, -2.39529, 0.0523492, 746.846, 0.00302796, 6.0895, 0.911059, 207.925, 31.3678
6, 233, 11.4784, 2.52432e-05, 1.82616, 0.0779821, 4.25415, 0.268883, 1.19617, 0.684453, 754.764, 0.00901209, 8.076, 0.409198, 34.3565, 2.78312
7, 233, 10.8407, 8.94469e-05, 1.52766, 0.0851916, 11.5442, 0.969058, -5.53319, 0.435496, 757.205, 0.0118582, 7.702, 2.003, 88.9134, 24.2977
8, 233, 11.5094, 1.06928e-05, 5.35481, 0.576416, 1.05993, 0.125437, -1.23827, 3.38975, 754.54, 0.0176428, 8.1825, 0.162345, 8.67288, 1.04071
0, 235, 10.749, 2.66159e-05, 1.67302, 0.0453079, 7.07532, 0.282629, -3.1491, 0.212317, 759.414, 0.00499755, 7.049, 1.01707, 49.8739, 7.46675
1, 235, 16.0246, 3.92465e-05, 1.08287, 0.0182419, 16.7693, 0.422749, -1.97069, 0.0555334, 744.789, 0.00239205, 5.7135, 0.481846, 95.8114, 8.4335
0, 236, 10.1784, 6.34906e-05, 0.535247, 0.0399008, 6.13144, 0.673471, -5.49702, 0.207695, 762.727, 0.00434979, 8.674, 0.340257, 53.1841, 6.20305
1, 236, 9.81172, 0.000306911, 0.387564, 0.0122263, 69.608, 3.77853, -8.92866, 0.0545857, 765.583, 0.00470719, 6.967, 1.53005, 484.959, 109.709
1, 237, 15.6337, 1.51851e-05, 2.3568, 0.0982211, 2.80937, 0.176599, 1.5661, 1.45182, 746.248, 0.0116123, 8.855, 1.19201, 24.877, 3.69593
0, 238, 13.0883, 4.15507e-05, 0.915446, 0.0976356, 0.781919, 0.135766, -2.55929, 1.21569, 751.819, 0.00620781, 10.57, 1.63235, 8.26488, 1.92054
1, 238, 14.3831, 0.000191719, 0.692102, 0.0192869, 49.3936, 2.23317, -3.60984, 0.0722886, 748.018, 0.00459068, 6.379, 1.59157, 315.082, 79.8938
2, 238, 13.2826, 1.3824e-05, 1.78741, 0.0792951, 2.50441, 0.167191, -1.19183, 1.07658, 751.337, 0.00852852, 8.906, 1.0571, 22.3043, 3.03741
3, 238, 11.7044, 1.32188e-05, 3.78533, 0.393809, 1.23876, 0.159969, 2.40886, 3.54581, 755.032, 0.0185668, 9.233, 2.17943, 11.4375, 3.07739
0, 239, 9.38178, 3.32598e-05, 0.592408, 0.0415976, 3.45962, 0.355581, -9.32352, 0.248524, 767.646, 0.00382774, 8.068, 1.08082, 27.9122, 4.71295
1, 239, 14.8146, 1.71165e-05, 1.5873, 0.0858371, 2.50304, 0.203304, -1.38037, 1.17415, 746.911, 0.00929443, 7.434, 0.750197, 18.6076, 2.41044
2, 239, 11.6954, 2.31469e-05, 3.87055, 0.0852719, 7.56238, 0.249763, 2.49761, 0.602402, 754.252, 0.0113827, 8.274, 1.2528, 62.5711, 9.6969
0, 240, 9.95914, 5.05264e-05, 0.614062, 0.03135, 7.12497, 0.534389, -9.78796, 0.125868, 763.432, 0.00330264, 7.0735, 1.0393, 50.3985, 8.314
0, 241, 15.2938, 8.32311e-05, 0.321905, 0.028295, 6.81753, 0.864643, 0.0242751, 0.0460116, 745.847, 0.0020737, 6.5115, 0.354342, 44.3923, 6.12651
1, 241, 14.2274, 0.000101545, 0.851924, 0.0503879, 12.3606, 1.06853, -1.7018, 0.0942045, 746.759, 0.00484196, 8.497, 1.44554, 105.028, 20.0422
2, 241, 12.3452, 2.69265e-05, 3.17754, 0.0854801, 7.2054, 0.287711, -1.397, 0.482385, 752.959, 0.0102165, 5.222, 0.363238, 37.6266, 3.01785
0, 243, 12.3223, 3.97391e-05, 1.33853, 0.0373584, 10.25, 0.423548, -4.43941, 0.13687, 753.782, 0.00433089, 5.888, 0.354342, 60.352, 4.40576
1, 243, 10.4707, 5.79585e-05, 0.996314, 0.046296, 8.97606, 0.632368, -9.30287, 0.356415, 759.619, 0.00690659, 7.3045, 0.750197, 65.5656, 8.16582
2, 243, 12.5509, 4.32308e-05, 1.41729, 0.0306011, 14.4122, 0.465172, -3.72166, 0.105505, 752.988, 0.00396798, 10.766, 1.64865, 155.162, 24.2828
3, 243, 15.705, 8.36855e-05, 0.783824, 0.0195909, 24.0972, 0.909146, -0.556065, 0.0511582, 744.389, 0.00279917, 6.7395, 0.747973, 162.403, 19.037
0, 244, 12.0088, 1.87609e-05, 1.26577, 0.211909, 1.30859, 0.273218, 2.8222, 1.06758, 752.343, 0.00818956, 7.457, 0.174947, 9.75816, 2.05021
0, 245, 13.2886, 9.31602e-06, 0.94744, 0.025754, 1.01278, 0.0424337, -10.0105, 0.403665, 748.794, 0.0020679, 3.674, 0.676067, 3.72095, 0.702231
1, 245, 15.7744, 1.26231e-05, 0.675198, 0.0115365, 5.31813, 0.13383, -3.08795, 0.0683324, 744.173, 0.00124783, 3.6235, 0.351377, 19.2702, 1.93056
0, 246, 12.7172, 0.000184862, 0.753995, 0.0307978, 32.5547, 2.05596, -5.40816, 0.0935697, 751.402, 0.00546053, 5.532, 2.85401, 180.093, 93.605
0, 248, 10.1952, 8.52607e-06, 1.52283, 0.0760395, 1.31385, 0.0871396, -8.38929, 0.901482, 759.68, 0.00470351, 8.9845, 1.71018, 11.8043, 2.37941
1, 248, 12.9249, 4.05091e-05, 2.26016, 0.0505988, 13.0256, 0.433539, -1.66658, 0.165836, 749.894, 0.00616605, 5.3465, 0.692375, 69.6414, 9.31171
0, 249, 12.7174, 7.98163e-05, 1.18901, 0.0751894, 9.08598, 0.85321, -7.58336, 0.34094, 750.721, 0.00905415, 8.37, 2.14977, 76.0497, 20.7973
1, 249, 10.2786, 1.54961e-05, 0.667218, 0.031733, 2.12348, 0.14667, -6.02141, 0.280412, 758.49, 0.00285032, 3.8495, 0.00593041, 8.17434, 0.564747
2, 249, 12.6583, 5.90286e-05, 1.27044, 0.204403, 1.60396, 0.392651, -5.59741, 5.12621, 750.884, 0.0267997, 10.3045, 0.0140847, 16.528, 4.04614
0, 250, 9.4138, 0.000123928, 0.344951, 0.0197461, 15.5833, 1.33419, -8.34342, 0.063833, 763.361, 0.0027733, 6.769, 0.610832, 105.483, 13.1213
1, 250, 13.2276, 0.000123339, 0.607178, 0.0225413, 23.9108, 1.33929, -4.81811, 0.0586377, 748.743, 0.00325967, 4.063, 1.08675, 97.1496, 26.5486
2, 250, 11.0237, 2.55092e-05, 1.75565, 0.0756143, 4.27195, 0.275827, -4.41859, 0.928461, 753.931, 0.0100118, 8.104, 3.15498, 34.6199, 13.662
0, 251, 13.7194, 5.99489e-05, 0.7486, 0.0414984, 7.78608, 0.625418, -4.82057, 0.0785728, 745.618, 0.00338486, 6.233, 0.351377, 48.5306, 4.76246
0, 252, 10.5976, 5.00477e-05, 0.720619, 0.0662379, 3.9277, 0.538655, -1.28499, 0.779791, 755.467, 0.00833073, 8.397, 2.05192, 32.9809, 9.24181
1, 252, 10.1436, 4.14221e-05, 1.19999, 0.0464127, 7.70967, 0.441535, -5.46324, 0.227043, 757.535, 0.00538862, 7.858, 0.68348, 60.5826, 6.30909
2, 252, 13.052, 5.93344e-05, 2.47196, 0.0487662, 21.6484, 0.640299, -5.07216, 0.120689, 749.107, 0.0065232, 9.9815, 1.67608, 216.084, 36.8431
3, 252, 12.1722, 1.72598e-05, 2.47429, 0.0791245, 3.86369, 0.183731, -2.34904, 0.927471, 751.909, 0.00988709, 7.0415, 0.538185, 27.2062, 2.449
0, 253, 9.23367, 2.99867e-05, 0.817188, 0.0346961, 5.08359, 0.322424, -8.09463, 0.332888, 766.671, 0.00446852, 10.043, 1.06451, 51.0545, 6.30634
1, 253, 10.9758, 2.77067e-05, 1.43943, 0.0979137, 2.70028, 0.268411, 5.9273, 1.53392, 754.108, 0.0121462, 14.638, 0.720545, 39.5267, 4.38437
2, 253, 10.0444, 9.34932e-06, 3.64109, 0.120061, 0.745845, 0.0324898, -16.2398, 1.01598, 759.58, 0.00517595, 11.08, 0.284, 8.26396, 0
1, 254, 10.5508, 2.37643e-05, 0.800789, 0.0695585, 1.90775, 0.241207, -5.49028, 0.538355, 755.544, 0.00545119, 9.8885, 1.5508, 18.8648, 3.80027
2, 254, 9.37254, 4.56096e-05, 0.767095, 0.0289133, 8.71201, 0.478974, -8.82709, 0.0698694, 763.876, 0.0027112, 5.782, 1.03486, 50.3728, 9.43145
3, 254, 11.7887, 4.20093e-05, 3.40365, 0.0979493, 10.5064, 0.455448, -1.65409, 0.559469, 751.217, 0.013718, 8.938, 1.40995, 93.9062, 15.3627
4, 254, 15.1495, 3.91789e-05, 5.49744, 0.321414, 4.82422, 0.425841, 2.37867, 4.19819, 743.84, 0.0459414, 7.179, 1.82657, 34.6331, 9.327
0, 255, 9.51968, 1.83491e-05, 0.628552, 0.0368998, 1.80215, 0.153924, -6.18728, 0.304418, 762.808, 0.0030679, 6.3555, 0.306899, 11.4536, 1.12379
1, 255, 13.0459, 9.10019e-06, 2.15083, 0.182098, 1.48337, 0.168931, -3.38868, 2.02316, 748.848, 0.0107937, 5.073, 0.357307, 7.52514, 1.00764
0, 256, 9.83537, 9.3055e-05, 0.606579, 0.031301, 12.9825, 0.984664, -7.59319, 0.0702454, 760.995, 0.00335863, 7.0755, 0.80357, 91.8577, 12.5448
1, 256, 13.4879, 0.000857902, 0.217181, 0.0141931, 93.6072, 12.229, -5.17051, 0.113927, 744.669, 0.00925593, 8.844, 1.79395, 827.862, 199.741
2, 256, 10.8814, 4.76686e-05, 1.2677, 0.51171, 0.975231, 0.424148, -22.8255, 2.93568, 754.534, 0.015389, 5.9225, 0.70646, 5.77581, 2.60478
1, 257, 12.3562, 2.54584e-05, 1.22046, 0.0751017, 3.08499, 0.282085, -1.66303, 0.769754, 748.922, 0.00805031, 6.162, 1.0482, 19.0097, 3.67125
2, 257, 9.66188, 1.93878e-05, 2.02319, 0.177898, 1.47394, 0.184911, -13.1354, 2.85934, 759.928, 0.0149738, 6.908, 0.0118608, 10.182, 1.27748
3, 257, 15.7415, 3.07563e-05, 1.42418, 0.0524193, 6.0151, 0.330478, 0.137682, 0.416157, 742.693, 0.00668392, 8.0595, 1.22389, 48.4787, 7.82882
0, 258, 14.6147, 9.80888e-05, 0.609902, 0.015758, 27.3183, 1.07508, -1.47816, 0.0438211, 742.466, 0.00244382, 7.3235, 1.20461, 200.066, 33.8368
1, 258, 10.5374, 2.81007e-05, 0.913378, 0.0791137, 2.55528, 0.328568, -16.9484, 0.712896, 754.753, 0.0073678, 7.81, 0.527806, 19.9567, 2.89895
2, 258, 10.9777, 6.05855e-05, 1.46024, 0.0373667, 17.0407, 0.655719, -5.20927, 0.126325, 752.699, 0.00515474, 6.7985, 1.04301, 115.851, 18.3242
0, 259, 11.5396, 1.67327e-05, 1.14215, 0.25943, 1.40507, 0.400282, -3.29154, 0.600102, 751.331, 0.00751758, 6.351, 0.692375, 8.9236, 2.72197
0, 261, 10.2527, 5.54135e-05, 0.709207, 0.0667754, 4.24673, 0.576542, -9.79372, 0.157266, 753.654, 0.00474363, 10.454, 0.174206, 44.3953, 6.0724
2, 261, 14.9908, 4.70822e-05, 1.30842, 0.0321856, 13.7793, 0.499397, -1.09487, 0.0744151, 739.891, 0.00349537, 7.577, 0.701271, 104.406, 10.3775
3, 261, 13.589, 8.94802e-05, 1.21573, 0.0771722, 10.1483, 0.947043, -2.87383, 0.223241, 742.206, 0.00812599, 14.319, 3.59383, 145.314, 38.9107
0, 263, 11.6007, 5.12831e-05, 0.873246, 0.0795677, 4.06793, 0.54132, -0.993379, 0.411351, 747.587, 0.00737129, 12.23, 0.377, 49.7508, 0
1, 263, 12.2115, 5.52639e-05, 1.35448, 0.0949806, 5.67432, 0.579985, -8.46738, 0.340289, 745.97, 0.00870535, 9.083, 0.377, 51.5398, 0
2, 263, 15.1613, 3.0958e-05, 0.881293, 0.0294351, 6.67332, 0.323931, 3.24261, 0.0771589, 739.24, 0.00254965, 8.926, 0.377, 59.5661, 0
3, 263, 10.677, 1.49152e-05, 2.10072, 0.0916838, 2.55559, 0.166497, 0.276767, 1.30542, 749.795, 0.0103384, 10.059, 0.377, 25.7067, 0
0, 265, 11.4347, 1.71371e-05, 1.08985, 0.0481746, 2.60891, 0.166099, -2.93873, 0.341286, 746.133, 0.00433194, 5.489, 0.3375, 14.3203, 0
1, 265, 13.3681, 7.4527e-05, 1.45235, 0.0401261, 19.4158, 0.804084, -2.36427, 0.110148, 739.611, 0.00535314, 8.5705, 0.89475, 166.403, 18.6893
2, 265, 14.3807, 2.80443e-05, 4.38996, 0.177174, 5.00365, 0.298675, 1.5234, 1.28254, 737.731, 0.0202256, 1.255, 0.3375, 6.27958, 0
0, 266, 9.59921, 2.02681e-05, 0.61392, 0.0387882, 1.93238, 0.178723, -7.37365, 0.512365, 751.643, 0.00396768, 6.767, 0.403, 13.0764, 0
1, 266, 10.1088, 9.28238e-05, 0.394679, 0.0917515, 2.74393, 0.9631, -30.787, 2.61139, 748.319, 0.0147251, 8.84, 0.403, 24.2563, 0
0, 267, 11.9021, 0.000140509, 0.751516, 0.0168807, 44.9378, 1.61685, -3.8262, 0.0603256, 741.147, 0.00373786, 7.724, 0.724992, 347.1, 34.8911
1, 267, 11.2381, 1.92307e-05, 1.31791, 0.0675724, 2.68848, 0.202231, -3.35304, 0.6573, 742.28, 0.00679549, 10.396, 0.483, 27.9494, 0
0, 268, 9.92633, 0.000379986, 0.468002, 0.0168109, 75.424, 4.9257, -7.00906, 0.100049, 745.77, 0.00712006, 8.6625, 2.01486, 653.36, 157.845
2, 268, 10.1329, 1.09308e-05, 3.77068, 0.0876315, 3.43999, 0.11892, -10.5467, 0.958568, 744.477, 0.0101182, 3.452, 1.79395, 11.8748, 6.1848
0, 285, 11.6503, 3.40269e-05, 1.08299, 0.109462, 2.4328, 0.356519, -8.86794, 0.544754, 730.893, 0.00822434, 9.3425, 1.38253, 22.7284, 4.73356
1, 285, 15.6732, 7.07318e-05, 0.930901, 0.0317289, 14.9399, 0.749489, 0.888688, 0.0652188, 724.619, 0.00339707, 5.288, 1.07192, 79.0022, 16.4975
0, 286, 10.9466, 0.000249353, 0.346546, 0.0225249, 27.6045, 2.73513, -4.38139, 0.0629681, 733.519, 0.00367743, 8.4105, 1.59973, 232.168, 49.7921
1, 286, 13.6325, 2.89025e-05, 1.14839, 0.0829813, 2.77189, 0.28998, 3.24214, 0.597869, 725.655, 0.00762104, 6.48, 0.521876, 17.9618, 2.37139
2, 286, 13.3157, 2.87606e-05, 1.94943, 0.997003, 1.01814, 0.523499, 40.9043, 2.19299, 726.204, 0.0169909, 7.0425, 0.19348, 7.17025, 3.692
3, 286, 12.9753, 1.28525e-05, 3.30189, 0.0861096, 3.49879, 0.136876, 0.572383, 1.48513, 728.06, 0.0121265, 6.422, 0.369168, 22.4692, 1.56237
0, 287, 12.9572, 2.70179e-05, 0.688958, 0.0530841, 1.4528, 0.169915, -11.3759, 0.659666, 726.65, 0.00500959, 7.372, 1.83398, 10.71, 2.94416
0, 288, 13.4706, 0.000108934, 0.774797, 0.0335374, 18.1164, 1.1643, -2.40878, 0.0759205, 723.239, 0.00403119, 10.356, 0.753162, 187.613, 18.2087
1, 288, 13.5826, 2.44823e-05, 1.12654, 0.0770753, 2.77005, 0.27967, -2.14866, 0.524364, 723.078, 0.00670115, 7.211, 0.363238, 19.9748, 2.25377
2, 288, 14.8476, 3.8718e-05, 1.39921, 0.0297904, 13.0916, 0.411852, -0.184956, 0.080112, 721.821, 0.00336332, 12.117, 2.99337, 158.631, 39.5045
0, 289, 10.4958, 1.75918e-05, 2.45354, 0.0945881, 3.19741, 0.180749, 0.41645, 1.01946, 733.713, 0.010667, 8.132, 0.370651, 26.0013, 1.88811
1, 289, 12.8028, 1.61881e-05, 3.10732, 0.0966221, 3.71887, 0.171518, -2.4496, 1.11235, 726.651, 0.0118115, 6.488, 0.0103782, 24.128, 1.11348
0, 290, 14.9437, 9.96774e-05, 0.908401, 0.0182495, 35.6798, 1.11792, 1.07185, 0.0580359, 719.364, 0.00338227, 7.082, 1.04968, 252.684, 38.2801
